aligned_dna_short_read_id,experiment_dna_short_read_id,aligned_dna_short_read_file,aligned_dna_short_read_index_file,md_5_sum,reference_assembly,alignment_software,mean_coverage,analysis_details,reference_assembly_details,reference_assembly_uri,quality_issues
PMGRC-615-615-0_LS4429515_SQ6077_1,PMGRC-615-615-0_LS4429515_SQ6077,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-615-615-0_LS4429515_SQ6077.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-615-615-0_LS4429515_SQ6077.crai,,GRCh38,bwa 0.7.17,50.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-62-60-3_LS3516230_SQ6116_1,PMGRC-62-60-3_LS3516230_SQ6116,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-62-60-3_LS3516230_SQ6116.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-62-60-3_LS3516230_SQ6116.crai,,GRCh38,bwa 0.7.17,43.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-620-619-2_LS4698989_SQ6044_1,PMGRC-620-619-2_LS4698989_SQ6044,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-620-619-2_LS4698989_SQ6044.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-620-619-2_LS4698989_SQ6044.crai,8a54f50586f6539a63b9a15f0d69e869,GRCh38,bwa 0.7.17,36.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-621-619-1_LS4698993_SQ6048_1,PMGRC-621-619-1_LS4698993_SQ6048,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-621-619-1_LS4698993_SQ6048.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-621-619-1_LS4698993_SQ6048.crai,4a871d51c832e501ab28188a0b21f5ef,GRCh38,bwa 0.7.17,52.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-623-622-2_LS4698962_SQ6062_1,PMGRC-623-622-2_LS4698962_SQ6062,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-623-622-2_LS4698962_SQ6062.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-623-622-2_LS4698962_SQ6062.crai,36905657b1e3dc2e1fe9a81ecc6c9121,GRCh38,bwa 0.7.17,32.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-626-626-0_LS4699011_SQ6077_1,PMGRC-626-626-0_LS4699011_SQ6077,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-626-626-0_LS4699011_SQ6077.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-626-626-0_LS4699011_SQ6077.crai,ebad47ab3b4583da5f4f650806ec5a51,GRCh38,bwa 0.7.17,41.0,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-627-626-2_LS4743020_SQ6097_1,PMGRC-627-626-2_LS4743020_SQ6097,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-627-626-2_LS4743020_SQ6097.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-627-626-2_LS4743020_SQ6097.crai,0802eefd49c3a95eac2c79ef028d28d1,GRCh38,bwa 0.7.17,51.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-628-626-1_LS4699012_SQ6078_1,PMGRC-628-626-1_LS4699012_SQ6078,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-628-626-1_LS4699012_SQ6078.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-628-626-1_LS4699012_SQ6078.crai,6abde6cb56c8c121d27c22b5802b02ea,GRCh38,bwa 0.7.17,33.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-63-60-2_LS3516231_SQ6117_1,PMGRC-63-60-2_LS3516231_SQ6117,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-63-60-2_LS3516231_SQ6117.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-63-60-2_LS3516231_SQ6117.crai,,GRCh38,bwa 0.7.17,44.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-633-632-2_LS4699015_SQ6081_1,PMGRC-633-632-2_LS4699015_SQ6081,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-633-632-2_LS4699015_SQ6081.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-633-632-2_LS4699015_SQ6081.crai,1026048df2f65daff3d6c297e65062f6,GRCh38,bwa 0.7.17,61.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-634-632-1_LS4699014_SQ6080_1,PMGRC-634-632-1_LS4699014_SQ6080,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-634-632-1_LS4699014_SQ6080.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-634-632-1_LS4699014_SQ6080.crai,9c5a8a81309bd5bd6341000f77a0e877,GRCh38,bwa 0.7.17,52.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-64-60-1_LS3516232_SQ6118_1,PMGRC-64-60-1_LS3516232_SQ6118,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-64-60-1_LS3516232_SQ6118.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-64-60-1_LS3516232_SQ6118.crai,,GRCh38,bwa 0.7.17,41.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-644-645-2_LS4698985_SQ6040_1,PMGRC-644-645-2_LS4698985_SQ6040,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-644-645-2_LS4698985_SQ6040.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-644-645-2_LS4698985_SQ6040.crai,3ac9c024e9c87a96fa721db847b9ab43,GRCh38,bwa 0.7.17,41.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-645-645-0_LS4698983_SQ6038_1,PMGRC-645-645-0_LS4698983_SQ6038,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-645-645-0_LS4698983_SQ6038.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-645-645-0_LS4698983_SQ6038.crai,576771638aa39e3ef072fc9596fc2bad,GRCh38,bwa 0.7.17,43.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-646-645-1_LS4698984_SQ6039_1,PMGRC-646-645-1_LS4698984_SQ6039,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-646-645-1_LS4698984_SQ6039.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-646-645-1_LS4698984_SQ6039.crai,2d527e9c26d82a54c4fe8453fa0f884e,GRCh38,bwa 0.7.17,44.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-647-181-3_LS4698973_SQ6124_1,PMGRC-647-181-3_LS4698973_SQ6124,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-647-181-3_LS4698973_SQ6124.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-647-181-3_LS4698973_SQ6124.crai,ced185b4aa9824d9f29fa16c46360637,GRCh38,bwa 0.7.17,38.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-648-181-3_LS4698972_SQ6123_1,PMGRC-648-181-3_LS4698972_SQ6123,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-648-181-3_LS4698972_SQ6123.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-648-181-3_LS4698972_SQ6123.crai,a266968b2214c1629ce2bc64b3bb1956,GRCh38,bwa 0.7.17,43.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-649-181-3_LS4698971_SQ6122_1,PMGRC-649-181-3_LS4698971_SQ6122,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-649-181-3_LS4698971_SQ6122.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-649-181-3_LS4698971_SQ6122.crai,db5a364c06b65d6c6f9b45307eb2cbdd,GRCh38,bwa 0.7.17,36.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-656-658-2_LS4698999_SQ6054_1,PMGRC-656-658-2_LS4698999_SQ6054,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-656-658-2_LS4698999_SQ6054.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-656-658-2_LS4698999_SQ6054.crai,2cf9f46fb551c60b830be205f0f4d1b7,GRCh38,bwa 0.7.17,34.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-657-658-1_LS4698998_SQ6053_1,PMGRC-657-658-1_LS4698998_SQ6053,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-657-658-1_LS4698998_SQ6053.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-657-658-1_LS4698998_SQ6053.crai,bfe40a855e2908686fdc8e776974e289,GRCh38,bwa 0.7.17,42.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-658-658-0_LS4699000_SQ6055_1,PMGRC-658-658-0_LS4699000_SQ6055,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-658-658-0_LS4699000_SQ6055.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-658-658-0_LS4699000_SQ6055.crai,77a0ac401ed7e348c34b0201e9f76a52,GRCh38,bwa 0.7.17,54.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-659-658-3_LS4699001_SQ6056_1,PMGRC-659-658-3_LS4699001_SQ6056,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-659-658-3_LS4699001_SQ6056.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-659-658-3_LS4699001_SQ6056.crai,8237e8d7b096d2ca58129d4261bf9b39,GRCh38,bwa 0.7.17,41.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-661-661-0_LS4698963_SQ6063_1,PMGRC-661-661-0_LS4698963_SQ6063,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-661-661-0_LS4698963_SQ6063.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-661-661-0_LS4698963_SQ6063.crai,4ab3d865db05d15b2e603aaa7e2510c2,GRCh38,bwa 0.7.17,49.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-662-661-2_LS4698964_SQ6064_1,PMGRC-662-661-2_LS4698964_SQ6064,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-662-661-2_LS4698964_SQ6064.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-662-661-2_LS4698964_SQ6064.crai,ce952de54c37e5ac1039857c8d97aa0e,GRCh38,bwa 0.7.17,44.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-663-661-1_LS4698965_SQ6065_1,PMGRC-663-661-1_LS4698965_SQ6065,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-663-661-1_LS4698965_SQ6065.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-663-661-1_LS4698965_SQ6065.crai,0aed71e2b5ba4ef97d129523570293cc,GRCh38,bwa 0.7.17,41.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-674-674-0_LS4698953_SQ6116_1,PMGRC-674-674-0_LS4698953_SQ6116,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-674-674-0_LS4698953_SQ6116.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-674-674-0_LS4698953_SQ6116.crai,1d1233831dce4f32763ec85ab5916ae9,GRCh38,bwa 0.7.17,48.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-68-68-0_LS3516187_SQ6073_1,PMGRC-68-68-0_LS3516187_SQ6073,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-68-68-0_LS3516187_SQ6073.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-68-68-0_LS3516187_SQ6073.crai,,GRCh38,bwa 0.7.17,44.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-687-547-1_LS4743010_SQ6120_1,PMGRC-687-547-1_LS4743010_SQ6120,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-687-547-1_LS4743010_SQ6120.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-687-547-1_LS4743010_SQ6120.crai,ef59a4fdeae77247bb57a628cb40059e,GRCh38,bwa 0.7.17,57.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-69-68-2_LS3516186_SQ6072_1,PMGRC-69-68-2_LS3516186_SQ6072,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-69-68-2_LS3516186_SQ6072.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-69-68-2_LS3516186_SQ6072.crai,,GRCh38,bwa 0.7.17,42.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-691-632-3_LS4699013_SQ6079_1,PMGRC-691-632-3_LS4699013_SQ6079,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-691-632-3_LS4699013_SQ6079.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-691-632-3_LS4699013_SQ6079.crai,7c302f000f8ed53825c194438ad5a316,GRCh38,bwa 0.7.17,52.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-697-697-0_LS4743024_SQ6101_1,PMGRC-697-697-0_LS4743024_SQ6101,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-697-697-0_LS4743024_SQ6101.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-697-697-0_LS4743024_SQ6101.crai,1d0e09b2c25bc487e9d9fd6d43590ca1,GRCh38,bwa 0.7.17,62.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-7-5-2_LS3516206_SQ6044_1,PMGRC-7-5-2_LS3516206_SQ6044,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-7-5-2_LS3516206_SQ6044.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-7-5-2_LS3516206_SQ6044.crai,,GRCh38,bwa 0.7.17,30.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
